,ngram,count
874,SPACE ADP SPACE,381
875,NOUN NOUN PROPN,1491
876,NOUN PROPN PRON,127
877,NOUN PART ADP,3422
878,SPACE ADP NUM,25
879,ADP NUM CCONJ,8169
880,NUM CCONJ X,2
881,CCONJ X PROPN,3
882,X PROPN SPACE,3
883,PROPN SPACE ADV,9
884,SPACE ADV ADP,60
885,ADP NUM DET,2206
886,NUM DET NOUN,1624
887,CCONJ NOUN ADV,5195
888,VERB PRON CCONJ,5012
889,PRON CCONJ VERB,3224
890,SPACE VERB NOUN,55
891,NUM NOUN NOUN,10555
892,PRON DET ADV,1332
893,ADP PUNCT ADV,7763
894,ADP SPACE NUM,80
895,SPACE NUM NOUN,1342
896,PUNCT ADP PROPN,26961
897,PROPN PUNCT VERB,57189
898,SPACE NUM ADJ,303
899,NUM ADJ PUNCT,705
900,CCONJ SPACE NUM,30
901,SPACE NUM ADV,72
902,NUM ADV VERB,1247
903,ADP DET PRON,29416
904,DET PRON PRON,554
905,NOUN SPACE PRON,16
906,DET NOUN SPACE,222
907,NOUN SPACE ADV,26
908,PRON ADP ADP,2000
909,PRON CCONJ ADV,1448
910,CCONJ ADV CCONJ,1489
911,ADV CCONJ DET,2324
912,CCONJ ADV ADP,28133
913,PRON VERB _,6
914,ADJ ADP ADV,8650
915,VERB NOUN _,2723
916,CCONJ VERB VERB,27324
917,PUNCT ADJ NUM,159
918,SPACE ADP NOUN,186
919,CCONJ PROPN VERB,12623
920,ADV ADP SYM,7
921,ADP SYM NUM,196
922,SYM NUM CCONJ,164
923,NUM CCONJ SYM,11
924,CCONJ SYM NUM,20
925,SYM NUM ADV,30
926,NUM ADV NOUN,98
927,PROPN X NOUN,55
928,NOUN X ADJ,34
929,X ADJ NOUN,367
930,PROPN VERB SPACE,18
931,VERB SPACE ADJ,19
932,SPACE ADJ SPACE,20
933,ADJ SPACE VERB,19
934,SPACE VERB DET,186
935,ADP SPACE ADJ,66
936,ADJ SPACE NOUN,94
937,CCONJ PROPN PRON,464
938,DET ADJ SPACE,137
939,SPACE NOUN PRON,35
940,PROPN PUNCT ADV,39116
941,PUNCT ADV ADV,44168
942,ADP DET NUM,37076
943,NUM PUNCT VERB,5668
944,PUNCT VERB PART,13335
945,PART DET ADJ,11564
946,PUNCT ADJ ADP,22361
947,PRON AUX NOUN,9
948,AUX NOUN DET,1
949,DET NUM NOUN,34316
950,ADP ADJ CCONJ,28764
951,ADV ADV NOUN,4687
952,ADV NOUN ADP,10970
953,NOUN DET DET,16963
954,PROPN SPACE ADP,193
955,SPACE ADP PROPN,91
956,SPACE NUM ADP,1221
957,NOUN SPACE PUNCT,342
958,SPACE PUNCT VERB,207
959,VERB ADP CCONJ,5675
960,ADP CCONJ DET,3881
961,VERB CCONJ ADJ,4272
962,CCONJ ADJ ADV,758
963,ADJ ADV NOUN,501
964,ADJ ADJ CCONJ,8628
965,DET SPACE PART,1
966,SPACE PART SPACE,8
967,PART SPACE NOUN,15
968,PUNCT CCONJ PUNCT,10998
969,CCONJ PUNCT VERB,1500
970,PUNCT NOUN DET,5971
971,PUNCT VERB ADJ,23351
972,CCONJ ADP ADJ,17616
973,SPACE ADJ ADP,15
974,ADP NOUN _,1170
975,ADP VERB SPACE,75
976,ADJ NUM ADP,587
977,ADP NOUN X,210
978,X ADJ ADJ,65
979,ADP ADJ ADV,2370
980,DET PUNCT NOUN,7656
981,CCONJ DET PUNCT,2724
982,PUNCT NOUN ADJ,3868
983,ADP ADP SPACE,37
984,SPACE ADJ CCONJ,15
985,ADJ CCONJ SPACE,9
986,CCONJ SPACE VERB,41
987,PART ADP SPACE,4
988,SPACE ADJ ADJ,32
989,ADV VERB SPACE,49
990,NOUN SPACE CCONJ,50
991,SPACE CCONJ ADP,29
992,CCONJ ADP SPACE,25
993,SPACE VERB VERB,159
994,ADV ADP SPACE,38
995,VERB SPACE CCONJ,6
996,CCONJ SPACE PRON,3
997,CCONJ SPACE CCONJ,5
998,NOUN ADV SPACE,13
999,ADV SPACE NUM,3
1000,DET PROPN ADP,141701
1001,PROPN ADP NUM,13577
1002,CCONJ VERB ADJ,18201
1003,SPACE NOUN ADJ,34
1004,X NOUN CCONJ,171
1005,X X ADP,227
1006,X ADP NOUN,149
1007,VERB SPACE PRON,9
1008,ADP VERB PROPN,8318
1009,VERB PROPN NOUN,7293
1010,PROPN NOUN ADP,36393
1011,PUNCT NOUN PART,3386
1012,VERB NOUN PROPN,608
1013,SPACE PROPN PROPN,8300
1014,PROPN PROPN SPACE,278
1015,PROPN SPACE VERB,76
1016,SPACE NOUN X,5
1017,ADP SPACE PROPN,162
1018,VERB ADP X,101
1019,NOUN PROPN ADV,247
1020,CCONJ ADJ CCONJ,4896
1021,ADJ ADV ADP,4042
1022,DET ADJ CCONJ,44258
1023,ADJ ADV VERB,2050
1024,ADJ PUNCT X,153
1025,PUNCT X ADJ,214
1026,X ADJ PUNCT,41
1027,ADP ADJ DET,4840
1028,ADJ DET ADJ,2218
1029,PUNCT VERB VERB,52041
1030,SPACE DET ADV,13
1031,DET PRON PUNCT,1172
1032,PRON PUNCT DET,6677
1033,PUNCT DET ADP,7914
1034,DET ADP NOUN,8261
1035,ADP ADP ADJ,9319
1036,ADJ NOUN NUM,1940
1037,NOUN NUM ADJ,242
1038,NOUN ADV _,31
1039,PRON ADJ NOUN,3789
1040,NOUN PRON ADV,3947
1041,CCONJ VERB _,4
1042,NOUN X PROPN,50
1043,X PROPN VERB,62
1044,ADP NOUN PRON,14661
1045,SPACE NOUN ADV,114
1046,SPACE NOUN DET,56
1047,VERB ADJ _,20
1048,ADP X DET,8
1049,SPACE X X,5
1050,NOUN PROPN PUNCT,4134
1051,PROPN PUNCT PROPN,144626
1052,PUNCT PROPN X,171
1053,ADJ SPACE PRON,6
1054,SPACE PRON ADV,85
1055,ADJ SPACE CCONJ,7
1056,SPACE CCONJ VERB,40
1057,ADP ADP VERB,2436
1058,ADP VERB ADV,13290
1059,NUM PUNCT NUM,16971
1060,PUNCT NUM VERB,1047
1061,PROPN SPACE PRON,26
1062,SPACE NOUN PROPN,15
1063,NOUN PROPN PROPN,8434
1064,PART NOUN NOUN,14326
1065,CCONJ PUNCT ADJ,1096
1066,X NOUN ADP,747
1067,CCONJ NOUN ADJ,1720
1068,NOUN SPACE PROPN,91
1069,PUNCT NOUN _,112
1070,PUNCT ADJ PART,1090
1071,ADJ PART ADV,976
1072,VERB CCONJ PRON,5619
1073,PUNCT DET VERB,122717
1074,PUNCT ADJ DET,128
1075,ADP PUNCT VERB,3725
1076,PUNCT DET ADJ,71224
1077,NOUN ADJ VERB,1573
1078,ADJ VERB VERB,6274
1079,X NOUN PRON,33
1080,NOUN PRON ADP,834
1081,PROPN SPACE CCONJ,35
1082,NOUN PROPN X,16
1083,PROPN X X,104
1084,ADV ADJ SPACE,23
1085,ADP ADP PROPN,7833
1086,DET NUM ADJ,5751
1087,NOUN ADP CCONJ,5458
1088,ADJ PUNCT ADP,25733
1089,PUNCT ADP VERB,35454
1090,NOUN X X,375
1091,X X ADV,27
1092,X ADV DET,24
1093,NOUN PART ADJ,8030
1094,DET VERB X,37
1095,VERB X NOUN,67
1096,PUNCT PROPN CCONJ,18400
1097,ADV ADV NUM,2584
1098,ADV PROPN PART,646
1099,NOUN PUNCT X,2988
1100,X VERB ADP,109
1101,NOUN X SPACE,14
1102,X SPACE ADP,3
1103,ADP DET X,612
1104,X ADP ADJ,76
1105,PUNCT VERB CCONJ,5562
1106,VERB NOUN X,117
1107,X NOUN PART,58
1108,NOUN NOUN X,329
1109,X SPACE NOUN,6
1110,ADV CCONJ ADP,6406
1111,ADP PRON PRON,12283
1112,X SPACE DET,3
1113,X SPACE CCONJ,3
1114,CCONJ NOUN X,57
1115,X SPACE ADV,2
1116,ADV VERB _,21
1117,ADP ADV DET,11424
1118,VERB SPACE ADV,7
1119,NOUN PROPN CCONJ,898
1120,PROPN CCONJ PROPN,86346
1121,CCONJ PROPN PROPN,40560
1122,DET ADP ADV,740
1123,SPACE PROPN SPACE,3736
1124,NOUN X PRON,15
1125,PUNCT PROPN NOUN,7258
1126,PUNCT PROPN PUNCT,113778
1127,CCONJ PROPN PUNCT,26189
1128,PUNCT PROPN ADP,14439
1129,ADP PRON DET,11199
1130,PROPN SPACE PUNCT,168
1131,SPACE PUNCT DET,986
1132,NUM ADV CCONJ,487
1133,ADJ VERB ADJ,2117
1134,NOUN NOUN INTJ,26
1135,X X ADJ,139
1136,NOUN ADJ PROPN,743
1137,ADJ PROPN NOUN,13882
1138,PROPN NOUN CCONJ,13073
1139,PROPN PUNCT NOUN,38159
1140,CCONJ ADP ADV,4429
1141,ADP ADV PRON,6417
1142,NOUN ADV PART,4962
1143,ADP PUNCT ADP,29654
1144,PROPN VERB PART,27616
1145,ADJ ADP PUNCT,6424
1146,NOUN ADJ NUM,62
1147,X PROPN PRON,6
1148,CCONJ DET ADV,4710
1149,CCONJ PUNCT NOUN,1529
1150,ADJ ADP ADP,7004
1151,ADJ ADP INTJ,3
1152,ADP INTJ NOUN,7
1153,INTJ NOUN ADJ,2
1154,NOUN X PUNCT,1008
1155,X PUNCT ADJ,83
1156,X PROPN NOUN,87
1157,NOUN PROPN ADJ,63
1158,PROPN ADJ ADJ,629
1159,SPACE CCONJ ADV,36
1160,PROPN PROPN ADP,107801
1161,NOUN ADP SYM,88
1162,SYM NUM NOUN,1268
1163,CCONJ SPACE ADP,14
1164,ADP SYM _,1
1165,SYM _ _,1
1166,NOUN ADJ X,24
1167,ADJ X X,210
1168,X X VERB,193
1169,X VERB DET,110
1170,SPACE ADP VERB,76
1171,PROPN PROPN ADV,16766
1172,ADP ADV NOUN,2687
1173,ADV NOUN PROPN,97
1174,ADP PUNCT ADJ,3416
1175,PUNCT ADJ CCONJ,19850
1176,DET PUNCT ADV,8211
1177,ADP ADV ADJ,18681
1178,DET ADP PUNCT,1589
1179,CCONJ DET VERB,34766
1180,CCONJ ADV NOUN,5258
1181,ADV ADJ CCONJ,24889
1182,ADJ ADV NUM,72
1183,X VERB ADJ,42
1184,NOUN VERB _,40
1185,SPACE NOUN _,18
1186,PROPN SPACE ADJ,11
1187,NOUN PART CCONJ,865
1188,PART CCONJ NOUN,447
1189,CCONJ NUM ADJ,961
1190,SPACE PROPN NOUN,195
1191,PROPN PROPN NOUN,28408
1192,DET NOUN SYM,237
1193,NOUN SYM PROPN,41
1194,SYM PROPN NOUN,585
1195,VERB PROPN SPACE,1774
1196,NOUN ADP _,116
1197,ADP _ _,154
1198,DET SPACE ADJ,135
1199,PROPN SPACE DET,34
1200,NOUN PROPN _,72
1201,NOUN CCONJ X,70
1202,CCONJ X VERB,3
1203,NOUN VERB SYM,25
1204,VERB SYM DET,2
1205,SYM DET NOUN,30
1206,VERB PROPN CCONJ,3949
1207,PRON NOUN NOUN,367
1208,VERB PRON _,8
1209,PRON _ _,26
1210,PROPN ADJ PUNCT,1046
1211,NUM CCONJ ADJ,778
1212,ADJ SPACE ADJ,12
1213,X NOUN PROPN,24
1214,PUNCT ADV PROPN,3275
1215,ADV PROPN ADV,190
1216,ADV DET ADP,2990
1217,ADJ CCONJ ADP,4859
1218,PUNCT ADP SPACE,29
1219,DET PUNCT VERB,4443
1220,NOUN SPACE _,5
1221,DET ADJ PART,2238
1222,NUM NOUN PRON,3009
1223,ADP PRON CCONJ,6700
1224,CCONJ ADV PUNCT,17850
1225,CCONJ ADV VERB,34943
1226,VERB SPACE ADP,46
1227,ADJ ADJ X,17
1228,ADJ X ADJ,9
1229,CCONJ X ADJ,11
1230,ADV NOUN PRON,941
1231,CCONJ ADJ DET,295
1232,ADJ DET PUNCT,102
1233,VERB ADP PART,1443
1234,ADP PART NUM,1072
1235,PART NUM NOUN,4099
1236,CCONJ NOUN PART,6029
1237,SPACE VERB ADJ,50
1238,VERB ADJ SPACE,30
1239,SPACE CCONJ ADJ,19
1240,CCONJ ADJ VERB,1181
1241,CCONJ SPACE ADV,4
1242,PROPN ADP SPACE,16
1243,PROPN ADJ NOUN,10521
1244,NOUN PUNCT PART,23083
1245,PUNCT PART NOUN,5123
1246,PART NOUN PART,8206
1247,PROPN NOUN PRON,1427
1248,CCONJ PROPN X,15
1249,PART NOUN DET,2474
1250,ADP PRON _,14
1251,VERB X X,293
1252,PUNCT NOUN X,168
1253,PROPN ADP NOUN,25845
1254,PROPN NOUN PROPN,955
1255,SPACE PUNCT PROPN,6287
1256,PUNCT PROPN SPACE,4886
1257,ADJ VERB PART,1697
1258,PART PUNCT DET,1685
1259,AUX NOUN VERB,6
1260,ADP ADP _,2
1261,ADJ ADV CCONJ,568
1262,ADV CCONJ ADJ,1264
1263,X X SPACE,4
1264,PUNCT NOUN ADV,2686
1265,VERB CCONJ ADV,7546
1266,ADP NUM ADJ,6197
1267,NUM ADJ ADJ,1915
1268,SPACE CCONJ _,3
1269,CCONJ _ _,370
1270,DET VERB SPACE,17
1271,ADV SPACE ADP,15
1272,SPACE ADP PRON,142
1273,ADJ ADJ ADP,1715
1274,VERB PUNCT CCONJ,37237
1275,PART PUNCT ADP,2274
1276,DET PROPN VERB,161578
1277,SPACE PROPN CCONJ,1053
1278,PROPN CCONJ SPACE,5
1279,VERB PART CCONJ,3859
1280,PART CCONJ PRON,243
1281,PART ADV PRON,309
1282,ADP SYM PRON,1
1283,SYM PRON VERB,9
1284,VERB PART PRON,785
1285,PART PRON VERB,419
1286,VERB PART SPACE,20
1287,VERB ADJ DET,3196
1288,VERB ADJ VERB,5288
1289,X X PUNCT,831
1290,X PUNCT NOUN,468
1291,SPACE DET SPACE,36
1292,SPACE NOUN PUNCT,380
1293,CCONJ X X,76
1294,X VERB VERB,81
1295,ADJ X NOUN,73
1296,X NOUN DET,76
1297,X NOUN SPACE,5
1298,PUNCT ADJ X,38
1299,ADJ X PUNCT,80
1300,X PUNCT PUNCT,753
1301,PUNCT NOUN INTJ,18
1302,NOUN INTJ ADV,12
1303,INTJ ADV PROPN,1
1304,ADV PROPN NOUN,593
1305,SPACE CCONJ DET,55
1306,NOUN PROPN DET,283
1307,ADP PROPN X,113
1308,PROPN X PROPN,594
1309,PROPN PART ADJ,23521
1310,ADP CCONJ ADV,3093
1311,ADJ SPACE DET,4
1312,DET PRON NOUN,151
1313,NUM ADJ NUM,19
1314,NUM VERB ADV,3132
1315,ADP ADP NUM,5875
1316,VERB NUM SPACE,444
1317,NUM SPACE NOUN,774
1318,CCONJ ADP ADP,2733
1319,NOUN NUM _,235
1320,NUM _ _,909
1321,NOUN X DET,52
1322,SPACE NOUN PART,27
1323,ADP ADV NUM,4597
1324,SPACE PROPN DET,120
1325,PROPN DET PRON,1656
1326,NOUN X VERB,73
1327,ADJ SPACE NUM,2
1328,SPACE NUM SPACE,1337
1329,PUNCT CCONJ SPACE,9
1330,ADV DET PUNCT,1664
1331,DET SPACE INTJ,1
1332,SPACE INTJ NOUN,3
1333,INTJ NOUN NOUN,39
1334,DET X NOUN,200
1335,ADJ ADJ ADV,256
1336,SPACE CCONJ PRON,72
1337,ADP ADJ PROPN,15740
1338,ADJ PROPN PRON,777
1339,VERB SPACE NUM,70
1340,ADV PRON PRON,1991
1341,DET ADP PRON,10485
1342,X X DET,96
1343,CCONJ ADV PART,5282
1344,PROPN NOUN _,509
1345,SPACE ADV CCONJ,5
1346,SPACE VERB PUNCT,19
1347,ADV ADV PRON,8352
1348,VERB SPACE VERB,24
1349,DET ADV CCONJ,1173
1350,PART ADV DET,546
1351,ADV PUNCT ADJ,11950
1352,SPACE NOUN NUM,7
1353,NUM NOUN SPACE,27
1354,ADJ PART CCONJ,29
1355,PART CCONJ ADJ,205
1356,CCONJ PROPN NOUN,5099
1357,DET SPACE VERB,14
1358,SPACE ADJ PUNCT,18
1359,ADP PROPN _,933
1360,ADP PROPN PRON,4854
1361,PRON VERB X,34
1362,CCONJ SPACE DET,9
1363,PUNCT X PUNCT,1899
1364,X PUNCT DET,309
1365,VERB PROPN _,16
1366,NOUN CCONJ PART,14648
1367,CCONJ PART VERB,27259
1368,VERB NUM DET,880
1369,NUM DET ADP,191
1370,SPACE CCONJ NUM,15
1371,NUM ADP VERB,891
1372,PROPN CCONJ DET,65946
1373,SPACE VERB CCONJ,8
1374,PART PRON AUX,5
1375,PART ADV SPACE,3
1376,ADV SPACE CCONJ,4
1377,ADV NUM CCONJ,482
1378,NUM CCONJ DET,2757
1379,ADJ PUNCT DET,14903
1380,NOUN ADV NUM,736
1381,PART ADP ADV,1611
1382,X NOUN ADJ,32
1383,SPACE PUNCT PUNCT,1572
1384,SPACE ADV ADJ,29
1385,CCONJ ADJ SPACE,7
1386,NUM ADP X,29
1387,ADP X ADJ,30
1388,SPACE PUNCT ADV,140
1389,VERB X PUNCT,87
1390,ADJ CCONJ NOUN,8038
1391,SPACE DET PUNCT,7
1392,PROPN X ADP,8
1393,ADJ ADV DET,1035
1394,ADP PUNCT PROPN,10462
1395,PROPN CCONJ PUNCT,4501
1396,ADP DET CCONJ,3802
1397,DET CCONJ ADJ,595
1398,PROPN NOUN ADV,4284
1399,NOUN NUM ADV,376
1400,NUM ADV ADJ,1295
1401,ADV ADP PUNCT,2641
1402,NOUN X ADV,16
1403,X ADV VERB,36
1404,ADP NUM VERB,4520
1405,NUM VERB NOUN,1702
1406,NOUN SPACE ADJ,10
1407,VERB VERB SYM,27
1408,VERB SYM NUM,92
1409,SYM NUM PART,63
1410,NUM PART VERB,1846
1411,SPACE ADP PUNCT,18
1412,NOUN PART PUNCT,2938
1413,PRON PART ADV,783
1414,PART NOUN ADJ,556
1415,PROPN NOUN PART,5309
1416,CCONJ PUNCT ADP,24599
1417,DET SPACE ADP,14
1418,NOUN PRON DET,843
1419,CCONJ ADP X,12
1420,DET ADV NOUN,856
1421,DET PROPN PUNCT,149417
1422,PROPN SPACE X,15
1423,SPACE X SPACE,12
1424,NOUN PUNCT SPACE,91
1425,PUNCT SPACE NOUN,51
1426,NOUN SPACE X,6
1427,X SPACE X,3
1428,SPACE X _,2
1429,SPACE PROPN ADP,1422
1430,PROPN ADP ADP,3893
1431,DET VERB _,4
1432,PUNCT ADV CCONJ,3498
1433,PART ADV ADV,1957
1434,SPACE VERB _,3
1435,DET SPACE ADV,14
1436,DET NUM SPACE,471
1437,SPACE DET VERB,265
1438,ADP PUNCT PART,343
1439,PART NOUN CCONJ,11101
1440,CCONJ DET ADP,4019
1441,NUM NOUN X,19
1442,NOUN PROPN NUM,620
1443,PROPN NUM ADP,8289
1444,ADV ADV CCONJ,5385
1445,PRON VERB INTJ,322
1446,VERB INTJ PRON,29
1447,X X _,5
1448,X VERB NOUN,74
1449,CCONJ ADP PUNCT,2391
1450,SPACE X NOUN,8
1451,ADV ADV PROPN,1316
1452,PROPN X VERB,13
1453,PUNCT X SPACE,1
1454,X SPACE PROPN,12
1455,ADV NUM VERB,421
1456,VERB CCONJ ADP,7237
1457,PUNCT ADV DET,23671
1458,PUNCT PART VERB,40975
1459,CCONJ NUM VERB,1591
1460,CCONJ ADJ _,5
1461,ADV ADP PART,1086
1462,ADP PART VERB,8105
1463,ADJ PART NOUN,574
1464,NOUN ADJ DET,220
1465,PROPN VERB PRON,7608
1466,DET X ADJ,48
1467,NUM VERB ADJ,1365
1468,PRON PRON ADV,1456
1469,DET SPACE X,7
1470,NOUN NUM VERB,2435
1471,NUM VERB VERB,6008
1472,ADV ADP _,5
1473,DET PROPN ADJ,5746
1474,SYM NUM ADP,308
1475,PART ADV ADJ,1968
1476,CCONJ VERB CCONJ,1487
1477,ADP ADJ PRON,1153
1478,VERB PART PART,2655
1479,PART PART VERB,2805
1480,DET VERB CCONJ,2806
1481,ADJ ADJ SPACE,18
1482,NUM ADJ CCONJ,516
1483,X X PRON,13
1484,SPACE X ADJ,2
1485,PUNCT X NOUN,703
1486,PUNCT NOUN NUM,3490
1487,VERB NUM PRON,80
1488,NUM PRON NOUN,2
1489,PRON NOUN CCONJ,570
1490,NUM PRON VERB,1489
1491,VERB PUNCT X,474
1492,PUNCT X X,587
1493,VERB NUM ADJ,7023
1494,CCONJ ADV NUM,1323
1495,ADJ PUNCT PROPN,3903
1496,PUNCT PROPN ADV,998
1497,ADP SPACE PUNCT,34
1498,SPACE PUNCT PRON,868
1499,SPACE VERB PRON,509
1500,ADP NOUN INTJ,35
1501,NOUN INTJ PROPN,31
1502,INTJ PROPN PART,8
1503,VERB CCONJ SPACE,1
1504,NOUN CCONJ AUX,319
1505,CCONJ AUX ADV,956
1506,PROPN DET SYM,2
1507,SYM NOUN ADP,142
1508,ADP SYM NOUN,5
1509,VERB CCONJ PROPN,554
1510,VERB DET PRON,3879
1511,PUNCT PART ADJ,643
1512,PART ADJ ADJ,3286
1513,PUNCT DET PUNCT,6022
1514,ADP X PROPN,17
1515,X PROPN DET,9
1516,X CCONJ X,15
1517,CCONJ X NOUN,18
1518,VERB ADP _,11
1519,NUM ADP PROPN,4989
1520,PROPN ADP VERB,11204
1521,NUM CCONJ PRON,461
1522,CCONJ PRON ADV,9764
1523,ADJ PUNCT NUM,807
1524,NOUN X CCONJ,24
1525,X CCONJ VERB,25
1526,SPACE PUNCT SPACE,911
1527,ADV DET NUM,1405
1528,NUM VERB PUNCT,601
1529,SPACE VERB ADV,87
1530,PRON ADP SPACE,4
1531,ADP PUNCT NUM,419
1532,PUNCT NUM ADP,4788
1533,CCONJ SPACE PART,3
1534,X NOUN ADV,41
1535,ADV CCONJ SPACE,2
1536,ADJ NUM PUNCT,2115
1537,ADP ADP PUNCT,2190
1538,PROPN NOUN INTJ,8
1539,INTJ PROPN NOUN,4
1540,PROPN NOUN X,106
1541,X CCONJ PROPN,5
1542,PROPN PROPN DET,10883
1543,ADJ SPACE ADV,1
1544,VERB CCONJ CCONJ,32
1545,CCONJ CCONJ DET,166
1546,ADV NOUN PART,1584
1547,DET PUNCT SPACE,1
1548,PUNCT SPACE INTJ,13
1549,INTJ NOUN VERB,25
1550,PUNCT ADJ ADV,485
1551,X PUNCT VERB,223
1552,PRON DET PUNCT,1976
1553,PROPN CCONJ ADJ,7660
1554,X SPACE PRON,2
1555,CCONJ NOUN NUM,527
1556,DET ADJ X,156
1557,SPACE INTJ ADJ,1
1558,INTJ ADJ DET,4
1559,VERB ADJ NUM,297
1560,NOUN PRON CCONJ,682
1561,PRON CCONJ DET,3690
1562,PUNCT NOUN PRON,2373
1563,DET PUNCT PART,858
1564,ADP ADV CCONJ,1714
1565,SPACE ADP ADP,31
1566,PUNCT SPACE DET,164
1567,PROPN CCONJ NUM,1098
1568,PUNCT PROPN ADJ,709
1569,PROPN ADJ PROPN,909
1570,ADJ PROPN CCONJ,4100
1571,PROPN CCONJ ADV,9477
1572,NOUN PRON NOUN,138
1573,PART VERB X,71
1574,VERB X _,9
1575,X ADJ ADP,20
1576,NOUN DET X,38
1577,X DET ADJ,224
1578,X PROPN PUNCT,411
1579,PROPN ADJ X,11
1580,X X PART,26
1581,X PART NOUN,11
1582,PART NOUN PROPN,227
1583,PUNCT PROPN _,341
1584,NOUN X ADP,167
1585,X ADP VERB,52
1586,X PROPN _,6
1587,PART CCONJ VERB,2807
1588,SPACE CCONJ PART,3
1589,CCONJ PUNCT PRON,1707
1590,DET DET ADV,2589
1591,NOUN CCONJ _,25
1592,SPACE X PUNCT,4
1593,ADP SPACE SYM,1
1594,SPACE SYM NOUN,1
1595,SYM NOUN VERB,63
1596,NUM VERB CCONJ,102
1597,PROPN PRON DET,245
1598,SYM NUM _,26
1599,VERB CCONJ NUM,368
1600,PART VERB SPACE,48
1601,ADP X PUNCT,51
1602,SPACE ADP _,1
1603,NUM CCONJ NUM,13720
1604,DET VERB PART,20658
1605,X PROPN NUM,18
1606,PROPN NUM NOUN,4543
1607,ADP NUM X,13
1608,NUM X X,13
1609,PUNCT PUNCT X,175
1610,CCONJ PUNCT PROPN,590
1611,ADP PUNCT DET,4238
1612,PROPN ADP PUNCT,1647
1613,PUNCT DET SPACE,68
1614,ADP ADJ PART,1258
1615,PROPN DET VERB,14201
1616,PUNCT CCONJ ADJ,9989
1617,PROPN PROPN CCONJ,74479
1618,PRON AUX PART,1
1619,AUX PART VERB,1
1620,PRON PUNCT NOUN,1506
1621,NOUN PART SPACE,5
1622,PART SPACE ADP,9
1623,CCONJ VERB NUM,838
1624,CCONJ ADP NUM,1577
1625,PUNCT DET PRON,11621
1626,X PUNCT PROPN,42
1627,VERB ADJ X,46
1628,PUNCT X DET,850
1629,CCONJ DET SPACE,27
1630,ADJ X PROPN,5
1631,NOUN VERB INTJ,191
1632,VERB INTJ NOUN,14
1633,INTJ NOUN PUNCT,83
1634,ADV NOUN SPACE,5
1635,VERB X ADJ,24
1636,ADV NOUN X,5
1637,X SPACE VERB,1
1638,PUNCT ADJ _,26
1639,NUM NOUN NUM,247
1640,PRON NOUN PRON,528
1641,CCONJ DET DET,3764
1642,PUNCT PUNCT DET,6852
1643,ADV ADV PART,5513
1644,CCONJ ADP PROPN,7811
1645,CCONJ PRON NOUN,418
1646,PRON NOUN SPACE,3
1647,ADP PRON SPACE,28
1648,PRON SPACE ADP,6
1649,PART ADP PROPN,4546
1650,CCONJ PUNCT X,24
1651,DET PUNCT PROPN,3857
1652,VERB ADP SYM,60
1653,ADP X SPACE,2
1654,CCONJ PUNCT DET,639
1655,DET ADV ADV,7900
1656,ADP DET INTJ,55
1657,DET INTJ ADJ,4
1658,INTJ ADJ NOUN,24
1659,ADV DET DET,3220
1660,DET DET VERB,7094
1661,CCONJ DET PRON,2620
1662,DET PRON ADP,654
1663,SPACE ADV PROPN,7
1664,PROPN VERB CCONJ,2309
1665,PUNCT DET NUM,3634
1666,ADP DET _,14
1667,DET _ _,19
1668,PUNCT INTJ ADJ,32
1669,PUNCT ADJ SPACE,6
1670,DET ADV PART,155
1671,ADV CCONJ PUNCT,991
1672,ADJ VERB PUNCT,1559
1673,VERB PUNCT PART,5585
1674,VERB NUM CCONJ,1200
1675,DET PUNCT X,85
1676,PROPN PUNCT X,552
1677,PUNCT VERB SPACE,10
1678,ADV NOUN ADV,1104
1679,X CCONJ DET,32
1680,PUNCT ADP X,26
1681,ADP X VERB,25
1682,X VERB _,1
1683,PROPN PROPN PART,59321
1684,PROPN PART SPACE,7
1685,VERB PROPN PART,11688
1686,SPACE ADV ADV,50
1687,ADJ X VERB,11
1688,SPACE VERB PART,22
1689,NUM NUM DET,875
1690,NUM DET NUM,37
1691,CCONJ VERB SYM,6
1692,VERB SYM NOUN,7
1693,SPACE X ADV,5
1694,PROPN ADJ VERB,219
1695,ADJ CCONJ PROPN,1993
1696,PROPN PRON ADP,374
1697,INTJ NOUN CCONJ,7
1698,PRON ADV PRON,1348
1699,ADJ DET VERB,1629
1700,ADV PUNCT X,90
1701,SPACE DET NUM,9
1702,NOUN PUNCT NUM,10467
1703,NUM SPACE NUM,3518
1704,SPACE NUM PUNCT,1640
1705,PRON PUNCT ADP,13907
1706,SPACE X PROPN,6
1707,CCONJ PUNCT ADV,12260
1708,PROPN PUNCT PRON,92242
1709,ADV ADV SPACE,23
1710,PUNCT NOUN SPACE,107
1711,X PUNCT X,541
1712,PUNCT X PROPN,177
1713,X PROPN CCONJ,161
1714,ADP CCONJ NOUN,1257
1715,ADP NOUN AUX,812
1716,NOUN AUX ADV,7251
1717,X ADP PROPN,107
1718,PROPN DET PUNCT,1150
1719,PROPN CCONJ NOUN,7000
1720,ADJ VERB CCONJ,314
1721,PUNCT PUNCT PUNCT,17021
1722,PROPN VERB PROPN,3221
1723,VERB PROPN X,39
1724,X VERB SPACE,4
1725,NOUN ADJ SPACE,6
1726,PUNCT DET DET,6945
1727,NUM ADP ADV,288
1728,ADP PROPN NUM,27262
1729,ADP VERB _,69
1730,PART PUNCT NOUN,735
1731,PRON AUX X,1
