setup,hidden,learning_rate,batch_size,train_percentage,epoch,nlt_tp,nlt_fp,nlt_tn,nlt_fn,eval_accuracy,eval_accuracy_2,precision,recall,f1-score
BCEwithLL,8,0.001,4,100%,7,450,202,712,1007,0.9505131356,,0.6901840491,0.3088538092,0.426742532
BCEwithLL,8,0.0001,4,100%,7,644,304,610,813,0.9505131356,,0.6793248945,0.4420041181,0.5355509356
NLLoss,8,0.0001,4,100%,9,531,243,671,926,0.9505131356,95.05,0.6860465116,0.3644474949,0.4760197221
BCEwithLL,64,0.0001,16,100%,7,620,296,618,837,0.9504965293,,0.6768558952,0.4255319149,0.5225453013
NLLoss,16,0.001,4,100%,8,450,202,712,1007,0.9504965293,,0.6901840491,0.3088538092,0.426742532
NLLoss,256,0.0001,16,100%,6,596,277,637,861,0.9504965293,,0.6827033219,0.4090597117,0.5115879828
NLLoss,8,0.0001,1,100%,8,542,252,662,915,0.9504965293,,0.6826196474,0.3719972546,0.4815637494
BCEwithLL,16,0.001,4,100%,8,470,209,705,987,0.9504799229,,0.6921944035,0.3225806452,0.4400749064
BCEwithLL,32,0.001,8,100%,6,492,223,691,965,0.9504799229,,0.6881118881,0.3376801647,0.453038674
NLLoss,32,0.001,8,100%,8,478,211,703,979,0.9504799229,,0.6937590711,0.3280713795,0.4454799627
BCEwithLL,16,0.001,16,100%,6,498,222,692,959,0.9504799229,,0.6916666667,0.3417982155,0.4575103353
BCEwithLL,128,0.0001,8,100%,5,628,303,611,829,0.9504799229,,0.6745435016,0.4310226493,0.5259631491
NLLoss,32,0.001,2,100%,6,457,200,714,1000,0.9504799229,,0.695585997,0.3136582018,0.4323557237
BCEwithLL,32,0.0001,1,100%,9,549,255,659,908,0.9504799229,95.05,0.6828358209,0.3768016472,0.4856258293
NLLoss,32,0.0001,2,100%,6,541,245,669,916,0.9504799229,,0.6882951654,0.3713109128,0.4823896567
NLLoss,128,0.0001,8,100%,8,563,263,651,894,0.9504799229,,0.681598063,0.3864104324,0.4932106877
NLLoss,128,1.00E-05,1,100%,6,658,314,600,799,0.9504799229,,0.6769547325,0.4516129032,0.5417867435
NLLoss,256,0.0001,4,100%,8,556,252,662,901,0.9504799229,,0.6881188119,0.3816060398,0.4909492274
BCEwithLL,512,0.0001,16,100%,9,641,299,615,816,0.9504799229,95.05,0.6819148936,0.4399450927,0.5348352107
BCEwithLL,16,0.001,8,100%,7,511,225,689,946,0.9504633166,,0.6942934783,0.3507206589,0.4660282718
NLLoss,32,0.001,32,100%,8,484,221,693,973,0.9504633166,,0.6865248227,0.3321894303,0.44773358
NLLoss,16,0.001,32,100%,4,481,218,696,976,0.9504633166,,0.6881258941,0.3301304049,0.4461966605
BCEwithLL,16,0.001,16,100%,2,540,248,666,917,0.9504633166,,0.6852791878,0.370624571,0.4810690423
NLLoss,128,0.0001,2,100%,3,633,298,616,824,0.9504633166,,0.6799140709,0.4344543583,0.5301507538
BCEwithLL,256,1.00E-05,4,100%,8,641,303,611,816,0.9504633166,,0.6790254237,0.4399450927,0.5339441899
NLLoss,512,0.0001,4,100%,2,640,298,616,817,0.9504633166,,0.6823027719,0.4392587509,0.5344467641
BCEwithLL,8,0.0001,2,100%,5,653,310,604,804,0.9504633166,,0.6780893043,0.4481811942,0.5396694215
NLLoss,8,0.001,16,100%,1,549,254,660,908,0.9504633166,,0.6836861768,0.3768016472,0.485840708
BCEwithLL,64,0.001,32,100%,9,489,226,688,968,0.9504467103,95.04,0.6839160839,0.3356211393,0.4502762431
BCEwithLL,16,0.0001,4,100%,7,603,285,629,854,0.9504467103,,0.6790540541,0.4138641043,0.5142857143
NLLoss,16,0.001,32,100%,6,480,219,695,977,0.9504467103,,0.686695279,0.3294440631,0.4452690167
BCEwithLL,64,0.0001,4,100%,7,594,278,636,863,0.9504467103,,0.6811926606,0.4076870281,0.5100901675
BCEwithLL,16,0.001,16,100%,1,573,266,648,884,0.9504467103,,0.6829558999,0.3932738504,0.4991289199
NLLoss,16,0.0001,2,100%,3,594,269,645,863,0.9504467103,,0.6882966396,0.4076870281,0.5120689655
NLLoss,128,0.0001,8,100%,5,604,286,628,853,0.9504467103,,0.6786516854,0.4145504461,0.5146996165
NLLoss,64,0.0001,1,100%,4,560,256,658,897,0.9504467103,,0.6862745098,0.384351407,0.4927408711
NLLoss,256,0.0001,32,100%,5,643,303,611,814,0.9504467103,,0.6797040169,0.4413177763,0.5351643779
NLLoss,256,1.00E-05,8,100%,9,639,303,611,818,0.9504467103,95.04,0.678343949,0.4385724091,0.5327219675
NLLoss,512,0.0001,8,100%,9,547,251,663,910,0.9504467103,95.04,0.6854636591,0.3754289636,0.4851441242
BCEwithLL,8,0.001,4,100%,1,560,273,641,897,0.9504467103,,0.6722689076,0.384351407,0.4890829694
NLLoss,8,0.001,8,100%,1,527,245,669,930,0.9504467103,,0.682642487,0.3617021277,0.4728577838
NLLoss,8,0.001,2,100%,4,475,215,699,982,0.9504467103,,0.6884057971,0.3260123542,0.4424778761
NLLoss,8,0.0001,2,100%,3,631,295,619,826,0.9504467103,,0.681425486,0.4330816747,0.5295845573
NLLoss,64,0.001,16,100%,6,453,199,715,1004,0.950430104,,0.6947852761,0.3109128346,0.4295874822
BCEwithLL,32,0.0001,2,100%,9,584,268,646,873,0.950430104,95.04,0.6854460094,0.4008236102,0.5058466869
BCEwithLL,16,0.0001,1,100%,9,555,258,656,902,0.950430104,95.04,0.6826568266,0.380919698,0.4889867841
NLLoss,16,0.0001,4,100%,6,552,252,662,905,0.950430104,,0.6865671642,0.3788606726,0.4882795223
NLLoss,64,0.0001,8,100%,6,557,258,656,900,0.950430104,,0.6834355828,0.3822923816,0.4903169014
NLLoss,64,0.0001,16,100%,8,534,254,660,923,0.950430104,,0.6776649746,0.3665065202,0.4757238307
BCEwithLL,8,0.001,8,100%,6,512,231,683,945,0.950430104,,0.6890982503,0.3514070007,0.4654545455
NLLoss,8,0.001,2,100%,3,463,208,706,994,0.950430104,,0.6900149031,0.3177762526,0.4351503759
BCEwithLL,32,0.001,32,100%,9,471,212,702,986,0.9504134976,95.04,0.6896046852,0.323266987,0.4401869159
BCEwithLL,32,0.001,4,100%,5,482,206,708,975,0.9504134976,,0.7005813953,0.3308167467,0.4494172494
BCEwithLL,128,0.0001,32,100%,6,647,310,604,810,0.9504134976,,0.6760710554,0.4440631434,0.536039768
NLLoss,32,0.0001,32,100%,8,592,275,639,865,0.9504134976,,0.6828143022,0.4063143445,0.5094664372
NLLoss,128,0.0001,8,100%,3,637,305,609,820,0.9504134976,,0.6762208068,0.4371997255,0.5310546061
NLLoss,256,0.0001,2,100%,6,568,263,651,889,0.9504134976,,0.6835138387,0.3898421414,0.4965034965
NLLoss,8,0.001,32,100%,2,558,256,658,899,0.9504134976,,0.6855036855,0.3829787234,0.4914134742
BCEwithLL,16,0.001,4,100%,2,528,245,669,929,0.9503968913,,0.6830530401,0.3623884695,0.4735426009
BCEwithLL,32,0.001,16,100%,7,475,219,695,982,0.9503968913,,0.6844380403,0.3260123542,0.4416550442
NLLoss,32,0.001,16,100%,9,450,203,711,1007,0.9503968913,95.04,0.6891271057,0.3088538092,0.4265402844
NLLoss,16,0.001,16,100%,1,542,246,668,915,0.9503968913,,0.6878172589,0.3719972546,0.4828507795
NLLoss,32,0.001,32,100%,1,556,257,657,901,0.9503968913,,0.6838868389,0.3816060398,0.4898678414
BCEwithLL,32,0.0001,4,100%,7,591,279,635,866,0.9503968913,,0.6793103448,0.4056280027,0.5079501504
NLLoss,64,0.001,8,100%,2,520,234,680,937,0.9503968913,,0.6896551724,0.3568977351,0.4703753957
BCEwithLL,32,0.001,1,100%,6,471,209,705,986,0.9503968913,,0.6926470588,0.323266987,0.4408048666
BCEwithLL,64,0.0001,4,100%,9,580,269,645,877,0.9503968913,95.04,0.6831566549,0.398078243,0.5030355594
NLLoss,32,0.001,2,100%,3,465,207,707,992,0.9503968913,,0.6919642857,0.3191489362,0.4368248004
NLLoss,16,0.001,1,100%,3,519,221,693,938,0.9503968913,,0.7013513514,0.3562113933,0.4724624488
NLLoss,16,0.0001,1,100%,8,522,231,683,935,0.9503968913,,0.6932270916,0.3582704187,0.47239819
NLLoss,128,1.00E-05,8,100%,9,633,302,612,824,0.9503968913,95.04,0.6770053476,0.4344543583,0.529264214
NLLoss,512,0.0001,8,100%,8,558,261,653,899,0.9503968913,,0.6813186813,0.3829787234,0.4903339192
BCEwithLL,512,0.0001,1,100%,6,683,308,606,774,0.9503968913,,0.6892028254,0.4687714482,0.5580065359
NLLoss,8,0.001,16,100%,5,468,215,699,989,0.9503968913,,0.6852122987,0.3212079616,0.4373831776
BCEwithLL,32,0.001,8,100%,5,554,243,671,903,0.950380285,,0.6951066499,0.3802333562,0.4915705413
BCEwithLL,32,0.001,2,100%,8,481,214,700,976,0.950380285,,0.6920863309,0.3301304049,0.4470260223
NLLoss,32,0.001,16,100%,0,593,275,639,864,0.950380285,,0.6831797235,0.4070006863,0.5101075269
NLLoss,16,0.001,16,100%,7,464,205,709,993,0.950380285,,0.6935724963,0.3184625944,0.4365004704
BCEwithLL,32,0.0001,16,100%,9,635,297,617,822,0.950380285,95.04,0.6813304721,0.4358270419,0.5316031812
NLLoss,64,0.0001,16,100%,3,645,305,609,812,0.950380285,,0.6789473684,0.4426904598,0.5359368509
NLLoss,64,0.0001,16,100%,5,601,287,627,856,0.950380285,,0.6768018018,0.4124914207,0.5125799574
BCEwithLL,64,0.0001,1,100%,3,626,293,621,831,0.950380285,,0.6811751904,0.4296499657,0.5269360269
BCEwithLL,256,0.0001,2,100%,5,633,302,612,824,0.950380285,,0.6770053476,0.4344543583,0.529264214
NLLoss,512,0.0001,32,100%,9,608,282,632,849,0.950380285,95.04,0.6831460674,0.4172958133,0.5181082233
BCEwithLL,8,0.0001,1,100%,3,675,319,595,782,0.950380285,,0.6790744467,0.4632807138,0.5507955936
NLLoss,8,0.001,2,100%,6,462,208,706,995,0.950380285,,0.6895522388,0.3170899108,0.4344146685
NLLoss,8,0.0001,2,100%,2,668,318,596,789,0.950380285,,0.677484787,0.4584763212,0.5468686042
NLLoss,8,0.001,32,100%,9,451,200,714,1006,0.950380285,95.04,0.6927803379,0.309540151,0.4278937381
BCEwithLL,32,0.001,8,100%,1,560,268,646,897,0.9503636786,,0.6763285024,0.384351407,0.4901531729
BCEwithLL,32,0.001,4,100%,6,484,220,694,973,0.9503636786,,0.6875,0.3321894303,0.4479407682
BCEwithLL,128,0.0001,32,100%,7,646,309,605,811,0.9503636786,,0.6764397906,0.4433768016,0.535655058
BCEwithLL,32,0.0001,2,100%,7,579,265,649,878,0.9503636786,,0.6860189573,0.3973919012,0.5032594524
BCEwithLL,16,0.0001,1,100%,3,637,298,616,820,0.9503636786,,0.6812834225,0.4371997255,0.5326086957
NLLoss,32,0.0001,8,100%,3,593,272,642,864,0.9503636786,,0.6855491329,0.4070006863,0.5107665805
NLLoss,128,0.0001,2,100%,5,580,268,646,877,0.9503636786,,0.6839622642,0.398078243,0.5032537961
NLLoss,128,0.0001,1,100%,9,520,232,682,937,0.9503636786,95.04,0.6914893617,0.3568977351,0.4708012675
NLLoss,256,0.0001,1,100%,9,531,235,679,926,0.9503636786,95.04,0.6932114883,0.3644474949,0.4777327935
NLLoss,512,0.0001,2,100%,6,555,260,654,902,0.9503636786,,0.6809815951,0.380919698,0.488556338
BCEwithLL,8,0.001,16,100%,8,505,226,688,952,0.9503636786,,0.6908344733,0.3466026081,0.4616087751
NLLoss,8,0.001,4,100%,7,453,202,712,1004,0.9503636786,,0.6916030534,0.3109128346,0.4289772727
BCEwithLL,16,0.001,8,100%,9,464,204,710,993,0.9503470723,95.03,0.6946107784,0.3184625944,0.4367058824
BCEwithLL,16,0.0001,4,100%,4,643,303,611,814,0.9503470723,,0.6797040169,0.4413177763,0.5351643779
NLLoss,64,0.001,32,100%,7,490,222,692,967,0.9503470723,,0.6882022472,0.3363074811,0.4518211157
BCEwithLL,128,0.0001,16,100%,5,643,313,601,814,0.9503470723,,0.6725941423,0.4413177763,0.5329465396
NLLoss,64,0.001,16,100%,2,530,238,676,927,0.9503470723,,0.6901041667,0.3637611531,0.4764044944
NLLoss,16,0.0001,16,100%,8,591,276,638,866,0.9503470723,,0.6816608997,0.4056280027,0.508605852
NLLoss,32,0.0001,2,100%,4,576,266,648,881,0.9503470723,,0.6840855107,0.3953328758,0.5010874293
NLLoss,16,0.0001,1,100%,4,559,255,659,898,0.9503470723,,0.6867321867,0.3836650652,0.4922941435
BCEwithLL,64,0.0001,1,100%,6,568,262,652,889,0.9503470723,,0.6843373494,0.3898421414,0.4967205947
NLLoss,64,1.00E-05,1,100%,8,664,317,597,793,0.9503470723,,0.6768603466,0.455730954,0.5447087777
NLLoss,256,0.0001,2,100%,8,541,247,667,916,0.9503470723,,0.6865482234,0.3713109128,0.4819599109
BCEwithLL,8,0.0001,8,100%,5,642,310,604,815,0.9503470723,,0.6743697479,0.4406314345,0.5330012453
BCEwithLL,8,0.001,2,100%,8,466,206,708,991,0.9503470723,,0.693452381,0.319835278,0.4377642085
BCEwithLL,32,0.001,32,100%,2,574,268,646,883,0.950330466,,0.6817102138,0.3939601922,0.4993475424
BCEwithLL,32,0.001,16,100%,3,550,256,658,907,0.950330466,,0.682382134,0.377487989,0.4860804242
BCEwithLL,32,0.001,4,100%,2,542,252,662,915,0.950330466,,0.6826196474,0.3719972546,0.4815637494
BCEwithLL,16,0.0001,8,100%,9,586,273,641,871,0.950330466,95.03,0.6821885914,0.4021962938,0.506044905
NLLoss,32,0.001,16,100%,8,457,199,715,1000,0.950330466,,0.6966463415,0.3136582018,0.4325603407
NLLoss,16,0.001,4,100%,4,445,195,719,1012,0.950330466,,0.6953125,0.3054221002,0.4244158321
BCEwithLL,64,0.0001,2,100%,2,653,312,602,804,0.950330466,,0.6766839378,0.4481811942,0.539223782
NLLoss,32,0.0001,8,100%,4,579,270,644,878,0.950330466,,0.6819787986,0.3973919012,0.5021682567
NLLoss,16,0.001,1,100%,7,495,212,702,962,0.950330466,,0.7001414427,0.3397391901,0.4574861368
NLLoss,128,0.0001,8,100%,9,555,255,659,902,0.950330466,95.03,0.6851851852,0.380919698,0.4896338774
BCEwithLL,8,0.001,4,100%,0,599,283,631,858,0.950330466,,0.679138322,0.4111187371,0.5121846943
NLLoss,8,0.001,1,100%,9,474,212,702,983,0.950330466,95.03,0.6909620991,0.3253260124,0.4423705086
NLLoss,8,0.001,32,100%,6,488,222,692,969,0.950330466,,0.6873239437,0.3349347975,0.4503922473
BCEwithLL,64,0.001,4,100%,4,495,218,696,962,0.9503138596,,0.6942496494,0.3397391901,0.4562211982
BCEwithLL,16,0.0001,4,100%,8,579,272,642,878,0.9503138596,,0.6803760282,0.3973919012,0.5017331023
NLLoss,16,0.001,32,100%,9,477,214,700,980,0.9503138596,95.03,0.6903039074,0.3273850377,0.4441340782
BCEwithLL,32,0.001,1,100%,7,465,207,707,992,0.9503138596,,0.6919642857,0.3191489362,0.4368248004
BCEwithLL,128,0.0001,8,100%,9,582,268,646,875,0.9503138596,95.03,0.6847058824,0.3994509266,0.5045513654
NLLoss,16,0.0001,4,100%,7,554,249,665,903,0.9503138596,,0.6899128269,0.3802333562,0.4902654867
NLLoss,128,0.0001,32,100%,7,569,267,647,888,0.9503138596,,0.6806220096,0.3905284832,0.4962930659
NLLoss,16,0.0001,1,100%,6,537,246,668,920,0.9503138596,,0.6858237548,0.3685655456,0.4794642857
NLLoss,64,1.00E-05,1,100%,9,669,319,595,788,0.9503138596,95.03,0.6771255061,0.459162663,0.5472392638
BCEwithLL,256,0.0001,8,100%,6,618,295,619,839,0.9503138596,,0.6768893757,0.4241592313,0.5215189873
NLLoss,256,0.0001,8,100%,7,549,247,667,908,0.9503138596,,0.6896984925,0.3768016472,0.4873501997
BCEwithLL,8,0.01,32,100%,4,479,219,695,978,0.9503138596,,0.6862464183,0.3287577213,0.4445475638
BCEwithLL,16,0.001,8,100%,5,540,238,676,917,0.9502972533,,0.6940874036,0.370624571,0.4832214765
BCEwithLL,16,0.001,2,100%,3,534,233,681,923,0.9502972533,,0.6962190352,0.3665065202,0.4802158273
NLLoss,32,0.0001,16,100%,7,566,260,654,891,0.9502972533,,0.6852300242,0.3884694578,0.4958388086
NLLoss,256,0.0001,4,100%,2,683,320,594,774,0.9502972533,,0.6809571286,0.4687714482,0.5552845528
NLLoss,256,0.0001,8,100%,5,588,272,642,869,0.9502972533,,0.6837209302,0.4035689774,0.5075528701
BCEwithLL,8,0.001,2,100%,1,536,251,663,921,0.9502972533,,0.6810673443,0.3678792038,0.4777183601
NLLoss,8,0.0001,4,100%,2,622,296,618,835,0.9502972533,,0.6775599129,0.4269045985,0.5237894737
BCEwithLL,16,0.001,32,100%,2,537,254,660,920,0.950280647,,0.6788874842,0.3685655456,0.4777580071
NLLoss,16,0.001,16,100%,8,449,199,715,1008,0.950280647,,0.6929012346,0.3081674674,0.4266033254
BCEwithLL,16,0.0001,2,100%,6,595,279,635,862,0.950280647,,0.680778032,0.4083733699,0.5105105105
NLLoss,16,0.0001,8,100%,3,647,309,605,810,0.950280647,,0.6767782427,0.4440631434,0.5362619146
NLLoss,64,0.0001,16,100%,7,610,285,629,847,0.950280647,,0.6815642458,0.4186684969,0.518707483
NLLoss,64,0.0001,32,100%,8,547,257,657,910,0.950280647,,0.6803482587,0.3754289636,0.4838567006
BCEwithLL,32,0.0001,1,100%,8,575,271,643,882,0.950280647,,0.6796690307,0.394646534,0.4993486756
NLLoss,32,0.0001,2,100%,3,609,288,626,848,0.950280647,,0.6789297659,0.4179821551,0.5174171623
NLLoss,32,0.0001,2,100%,9,531,242,672,926,0.950280647,95.03,0.6869340233,0.3644474949,0.4762331839
NLLoss,128,1.00E-05,8,100%,8,637,302,612,820,0.950280647,,0.6783812567,0.4371997255,0.5317195326
BCEwithLL,256,0.0001,4,100%,9,580,264,650,877,0.950280647,95.03,0.6872037915,0.398078243,0.5041286397
BCEwithLL,256,1.00E-05,4,100%,3,657,311,603,800,0.950280647,,0.6787190083,0.4509265614,0.5418556701
NLLoss,128,1.00E-05,1,100%,9,663,317,597,794,0.950280647,95.03,0.6765306122,0.4550446122,0.5441116126
BCEwithLL,512,0.0001,8,100%,6,627,299,615,830,0.950280647,,0.6771058315,0.4303363075,0.5262274444
NLLoss,512,0.0001,16,100%,2,628,303,611,829,0.950280647,,0.6745435016,0.4310226493,0.5259631491
BCEwithLL,8,0.001,16,100%,2,578,271,643,879,0.950280647,,0.6808009423,0.3967055594,0.501300954
BCEwithLL,8,0.0001,4,100%,4,678,322,592,779,0.950280647,,0.678,0.4653397392,0.5518925519
NLLoss,8,0.001,16,100%,6,459,205,709,998,0.950280647,,0.6912650602,0.3150308854,0.43281471
NLLoss,8,0.001,2,100%,9,450,194,720,1007,0.950280647,95.03,0.698757764,0.3088538092,0.4283674441
NLLoss,8,0.0001,4,100%,5,571,261,653,886,0.950280647,,0.6862980769,0.3919011668,0.49890782
NLLoss,8,0.0001,1,100%,4,629,300,614,828,0.950280647,,0.6770721206,0.4317089911,0.5272422464
NLLoss,64,0.001,32,100%,2,541,250,664,916,0.9502640407,,0.6839443742,0.3713109128,0.481316726
NLLoss,16,0.0001,32,100%,9,619,298,616,838,0.9502640407,95.03,0.6750272628,0.4248455731,0.5214827296
NLLoss,16,0.0001,16,100%,7,594,280,634,863,0.9502640407,,0.6796338673,0.4076870281,0.5096525097
NLLoss,16,0.001,1,100%,8,489,210,704,968,0.9502640407,,0.6995708155,0.3356211393,0.4536178108
NLLoss,128,0.0001,8,100%,6,554,248,666,903,0.9502640407,,0.6907730673,0.3802333562,0.4904825144
NLLoss,32,1.00E-05,1,100%,9,646,315,599,811,0.9502640407,95.03,0.6722164412,0.4433768016,0.5343258892
NLLoss,8,0.0001,16,100%,9,604,297,617,853,0.9502640407,95.03,0.6703662597,0.4145504461,0.5122985581
NLLoss,16,0.001,32,100%,1,544,250,664,913,0.9502474343,,0.685138539,0.3733699382,0.4833407375
NLLoss,64,0.0001,32,100%,5,626,294,620,831,0.9502474343,,0.6804347826,0.4296499657,0.5267143458
NLLoss,32,0.0001,8,100%,8,548,248,666,909,0.9502474343,,0.6884422111,0.3761153054,0.4864624945
NLLoss,32,0.0001,2,100%,0,672,325,589,785,0.9502474343,,0.6740220662,0.4612216884,0.5476772616
NLLoss,128,0.0001,16,100%,7,626,286,628,831,0.9502474343,,0.6864035088,0.4296499657,0.528493035
BCEwithLL,128,0.0001,1,100%,9,573,267,647,884,0.9502474343,95.02,0.6821428571,0.3932738504,0.4989116239
NLLoss,32,0.0001,1,100%,2,585,282,632,872,0.9502474343,,0.6747404844,0.401509952,0.5034423408
BCEwithLL,64,1.00E-05,1,100%,4,646,304,610,811,0.9502474343,,0.68,0.4433768016,0.5367677607
NLLoss,64,1.00E-05,1,100%,2,679,318,596,778,0.9502474343,,0.6810431294,0.466026081,0.5533822331
NLLoss,256,1.00E-05,8,100%,4,654,309,605,803,0.9502474343,,0.6791277259,0.448867536,0.5404958678
BCEwithLL,512,0.0001,16,100%,7,670,312,602,787,0.9502474343,,0.6822810591,0.4598490048,0.5494054941
NLLoss,512,0.0001,16,100%,7,596,273,641,861,0.9502474343,,0.6858457998,0.4090597117,0.5124677558
BCEwithLL,8,0.0001,4,100%,6,671,317,597,786,0.9502474343,,0.6791497976,0.4605353466,0.5488752556
BCEwithLL,16,0.001,4,100%,3,517,232,682,940,0.950230828,,0.6902536716,0.3548387097,0.4687216682
BCEwithLL,16,0.0001,4,100%,5,636,303,611,821,0.950230828,,0.6773162939,0.4365133837,0.530884808
NLLoss,16,0.001,16,100%,2,520,232,682,937,0.950230828,,0.6914893617,0.3568977351,0.4708012675
NLLoss,32,0.001,32,100%,6,480,216,698,977,0.950230828,,0.6896551724,0.3294440631,0.4458894566
NLLoss,32,0.001,8,100%,7,452,200,714,1005,0.950230828,,0.6932515337,0.3102264928,0.4286391655
NLLoss,16,0.001,4,100%,5,479,216,698,978,0.950230828,,0.6892086331,0.3287577213,0.4451672862
NLLoss,16,0.001,32,100%,3,517,229,685,940,0.950230828,,0.6930294906,0.3548387097,0.4693599637
NLLoss,16,0.001,32,100%,7,461,205,709,996,0.950230828,,0.6921921922,0.316403569,0.4342910975
NLLoss,16,0.001,2,100%,5,460,203,711,997,0.950230828,,0.6938159879,0.3157172272,0.4339622642
NLLoss,16,0.001,1,100%,1,492,206,708,965,0.950230828,,0.7048710602,0.3376801647,0.456612529
NLLoss,64,1.00E-05,2,100%,9,625,307,607,832,0.950230828,95.02,0.6706008584,0.4289636239,0.5232314776
NLLoss,128,1.00E-05,4,100%,5,660,312,602,797,0.950230828,,0.6790123457,0.4529855868,0.5434335117
NLLoss,256,0.0001,1,100%,6,544,250,664,913,0.950230828,,0.685138539,0.3733699382,0.4833407375
NLLoss,512,0.0001,2,100%,5,575,271,643,882,0.950230828,,0.6796690307,0.394646534,0.4993486756
NLLoss,512,0.0001,2,100%,7,563,266,648,894,0.950230828,,0.6791314837,0.3864104324,0.4925634296
NLLoss,512,0.0001,2,100%,8,539,245,669,918,0.950230828,,0.6875,0.3699382292,0.4810352521
BCEwithLL,8,0.001,8,100%,1,590,276,638,867,0.950230828,,0.6812933025,0.4049416609,0.5079638399
BCEwithLL,8,0.0001,8,100%,9,637,299,615,820,0.950230828,95.02,0.6805555556,0.4371997255,0.5323861262
NLLoss,8,0.0001,2,100%,7,602,276,638,855,0.950230828,,0.6856492027,0.4131777625,0.5156316916
BCEwithLL,16,0.001,32,100%,4,532,251,663,925,0.9502142217,,0.6794380587,0.3651338367,0.475
BCEwithLL,16,0.001,4,100%,7,490,218,696,967,0.9502142217,,0.6920903955,0.3363074811,0.4526558891
BCEwithLL,32,0.0001,8,100%,4,634,302,612,823,0.9502142217,,0.6773504274,0.4351407001,0.5298788132
NLLoss,64,0.001,16,100%,3,513,230,684,944,0.9502142217,,0.6904441454,0.3520933425,0.4663636364
NLLoss,16,0.0001,16,100%,5,640,301,613,817,0.9502142217,,0.6801275239,0.4392587509,0.5337781485
BCEwithLL,128,1.00E-05,4,100%,6,639,305,609,818,0.9502142217,,0.6769067797,0.4385724091,0.5322782174
NLLoss,128,1.00E-05,4,100%,8,639,306,608,818,0.9502142217,,0.6761904762,0.4385724091,0.5320566195
BCEwithLL,256,1.00E-05,2,100%,9,650,306,608,807,0.9502142217,95.02,0.679916318,0.4461221688,0.5387484459
NLLoss,256,1.00E-05,1,100%,8,678,325,589,779,0.9502142217,,0.6759720837,0.4653397392,0.5512195122
BCEwithLL,512,0.0001,1,100%,5,659,304,610,798,0.9502142217,,0.6843198339,0.452299245,0.5446280992
BCEwithLL,8,0.0001,8,100%,6,646,308,606,811,0.9502142217,,0.677148847,0.4433768016,0.5358772294
NLLoss,8,0.0001,2,100%,6,590,274,640,867,0.9502142217,,0.6828703704,0.4049416609,0.5084015511
BCEwithLL,16,0.0001,8,100%,6,595,281,633,862,0.9501976153,,0.6792237443,0.4083733699,0.5100728676
BCEwithLL,32,0.001,2,100%,1,558,257,657,899,0.9501976153,,0.6846625767,0.3829787234,0.4911971831
BCEwithLL,64,0.0001,32,100%,6,646,311,603,811,0.9501976153,,0.6750261233,0.4433768016,0.5352112676
BCEwithLL,16,0.001,1,100%,2,509,224,690,948,0.9501976153,,0.6944065484,0.3493479753,0.4648401826
BCEwithLL,32,0.0001,4,100%,9,581,273,641,876,0.9501976153,95.02,0.6803278689,0.3987645848,0.5028126352
BCEwithLL,64,0.0001,16,100%,9,617,294,620,840,0.9501976153,95.02,0.6772777168,0.4234728895,0.5211148649
NLLoss,16,0.001,8,100%,0,587,279,635,870,0.9501976153,,0.6778290993,0.4028826356,0.5053809729
NLLoss,16,0.0001,8,100%,4,605,281,633,852,0.9501976153,,0.6828442438,0.4152367879,0.5164319249
NLLoss,128,0.0001,16,100%,6,591,275,639,866,0.9501976153,,0.682448037,0.4056280027,0.5088247955
NLLoss,128,0.0001,8,100%,7,578,264,650,879,0.9501976153,,0.6864608076,0.3967055594,0.5028273162
NLLoss,32,1.00E-05,2,100%,9,650,320,594,807,0.9501976153,95.02,0.6701030928,0.4461221688,0.5356407087
NLLoss,256,0.0001,16,100%,4,603,288,626,854,0.9501976153,,0.6767676768,0.4138641043,0.5136286201
