,ngram,count
902,CCONJ NOUN CCONJ,114
903,DET ADV ADJ,103
904,VERB ADP X,20
905,ADP X VERB,73
906,VERB CCONJ DET,23
907,ADP ADP VERB,54
908,PART ADV ADP,115
909,PUNCT DET VERB,118
910,DET VERB VERB,227
911,NOUN PROPN X,52
912,PROPN X NOUN,56
913,X NOUN ADV,62
914,ADV DET ADJ,97
915,ADJ PART DET,35
916,CCONJ VERB ADP,118
917,PART ADP PUNCT,20
918,ADV NOUN CCONJ,244
919,ADJ NOUN ADJ,160
920,NUM VERB ADJ,154
921,NUM PUNCT CCONJ,48
922,CCONJ ADP VERB,32
923,ADV PROPN PUNCT,236
924,PROPN PUNCT PART,744
925,SCONJ VERB PUNCT,104
926,PUNCT SCONJ NOUN,303
927,ADV ADV PUNCT,204
928,VERB NUM ADJ,512
929,PUNCT CCONJ NUM,106
930,CCONJ DET PROPN,52
931,PROPN ADJ PART,110
932,PROPN DET PART,10
933,PRON PUNCT DET,11
934,DET NOUN CCONJ,452
935,PRON X DET,31
936,X DET NOUN,204
937,PROPN DET NUM,120
938,NUM ADV X,26
939,PART ADV NOUN,126
940,X VERB PROPN,74
941,PRON PART ADV,90
942,PART PRON VERB,270
943,CCONJ VERB VERB,418
944,ADV ADV PRON,170
945,ADP DET DET,55
946,PRON ADJ PART,168
947,DET NOUN PRON,76
948,PRON VERB ADJ,377
949,SCONJ NOUN ADP,67
950,ADP ADP PUNCT,17
951,ADP PUNCT X,5
952,X NOUN CCONJ,64
953,ADJ VERB CCONJ,21
954,ADP PRON CCONJ,51
955,PRON CCONJ PRON,76
956,CCONJ PRON PART,203
957,VERB ADJ CCONJ,29
958,ADJ CCONJ ADJ,32
959,CCONJ ADJ PART,144
960,ADJ PART NUM,126
961,ADP PRON DET,69
962,PRON DET NOUN,166
963,PUNCT DET ADJ,125
964,SCONJ PRON ADP,78
965,PRON PART DET,59
966,PUNCT CCONJ X,15
967,CCONJ X PRON,12
968,ADP NUM ADJ,62
969,PUNCT SCONJ PUNCT,9
970,SCONJ PUNCT NOUN,7
971,ADP ADJ ADJ,60
972,PUNCT PROPN PRON,60
973,PROPN PRON NOUN,62
974,PUNCT SCONJ PROPN,101
975,SCONJ PROPN ADJ,12
976,NOUN NUM ADV,57
977,NUM PROPN ADV,60
978,ADV ADV DET,113
979,ADP PRON PUNCT,145
980,PRON PUNCT NOUN,115
981,SCONJ VERB NUM,55
982,PROPN PROPN PRON,37
983,PROPN PRON ADV,76
984,SCONJ PROPN NOUN,145
985,VERB ADV PART,187
986,ADV PART PUNCT,151
987,ADP ADP ADJ,29
988,PUNCT VERB X,69
989,PROPN PRON VERB,96
990,PUNCT ADP PUNCT,137
991,PART ADV DET,28
992,NUM VERB ADV,110
993,PROPN NUM PROPN,81
994,NUM PROPN CCONJ,44
995,ADP PUNCT VERB,173
996,PART PUNCT SCONJ,67
997,ADJ VERB PART,105
998,PUNCT ADJ ADJ,58
999,PROPN PROPN CCONJ,333
1000,ADV PROPN PROPN,208
1001,ADV X ADJ,40
1002,PUNCT CCONJ PUNCT,241
1003,CCONJ PUNCT NOUN,145
1004,ADV X DET,96
1005,ADV NOUN X,17
1006,ADV PROPN CCONJ,112
1007,DET NUM PUNCT,95
1008,VERB PRON DET,107
1009,NUM PUNCT SCONJ,19
1010,PUNCT VERB SCONJ,22
1011,VERB SCONJ PRON,35
1012,VERB DET PROPN,254
1013,CCONJ VERB PRON,205
1014,PART NOUN NUM,212
1015,PROPN DET ADJ,55
1016,ADV NOUN PROPN,164
1017,SCONJ ADP PROPN,55
1018,ADP ADV ADJ,74
1019,SCONJ ADP NOUN,106
1020,VERB NUM ADV,202
1021,ADV NOUN NUM,113
1022,NOUN X PROPN,132
1023,X PROPN PROPN,35
1024,PROPN PART PART,268
1025,PUNCT X VERB,122
1026,PUNCT PART PROPN,131
1027,NOUN ADP PART,15
1028,ADP PART VERB,44
1029,PART VERB DET,465
1030,X PROPN CCONJ,21
1031,ADP ADP DET,46
1032,ADP DET ADP,62
1033,DET ADP NOUN,206
1034,CCONJ PROPN DET,36
1035,X VERB ADP,146
1036,PART NUM ADV,33
1037,DET ADP ADV,4
1038,PART PROPN CCONJ,185
1039,ADJ NOUN X,59
1040,PRON CCONJ PROPN,57
1041,CCONJ PROPN CCONJ,64
1042,X VERB ADJ,43
1043,ADP DET PROPN,190
1044,DET PROPN ADP,31
1045,ADP NOUN PRON,82
1046,DET NOUN X,95
1047,PART ADP PRON,88
1048,PART NUM ADJ,174
1049,ADP ADJ PART,261
1050,PUNCT PART NUM,68
1051,NOUN VERB SCONJ,36
1052,CCONJ NUM NOUN,309
1053,NOUN ADJ VERB,97
1054,ADV X ADV,51
1055,VERB PROPN X,31
1056,PROPN X PRON,23
1057,CCONJ NOUN SCONJ,6
1058,NOUN SCONJ VERB,254
1059,SCONJ VERB PROPN,65
1060,PROPN NOUN SCONJ,35
1061,PART ADP VERB,82
1062,PROPN PUNCT PRON,389
1063,ADV ADJ NUM,35
1064,ADP NOUN ADJ,218
1065,ADV PRON NOUN,183
1066,PROPN ADP DET,252
1067,PROPN ADV NOUN,106
1068,VERB CCONJ ADP,66
1069,CCONJ ADP NUM,14
1070,NUM NUM X,74
1071,NUM X PROPN,13
1072,PUNCT PROPN SCONJ,15
1073,PROPN SCONJ VERB,33
1074,SCONJ VERB ADV,100
1075,SCONJ PROPN PART,34
1076,SCONJ NOUN NOUN,284
1077,ADP ADV X,10
1078,X DET ADJ,19
1079,PUNCT SCONJ NUM,11
1080,SCONJ NUM NUM,41
1081,VERB X DET,97
1082,PROPN PUNCT SCONJ,44
1083,PROPN PUNCT CCONJ,281
1084,NOUN NOUN DET,237
1085,NOUN DET NUM,329
1086,NUM ADV PART,31
1087,VERB NOUN X,173
1088,PART DET DET,78
1089,DET NOUN PROPN,120
1090,PUNCT ADP PART,5
1091,PRON PART PROPN,246
1092,VERB X NUM,18
1093,X NUM ADP,3
1094,NUM ADP ADJ,48
1095,PART PART ADV,28
1096,PROPN ADV PRON,18
1097,PROPN ADP X,11
1098,VERB ADJ DET,39
1099,ADJ DET ADJ,11
1100,CCONJ VERB ADV,86
1101,NOUN PROPN PRON,44
1102,NUM NUM DET,55
1103,NUM DET NUM,26
1104,PRON PUNCT PRON,104
1105,CCONJ VERB ADJ,190
1106,ADP PUNCT NUM,24
1107,X PROPN PART,59
1108,PUNCT ADJ PUNCT,104
1109,PRON VERB CCONJ,96
1110,DET NOUN SCONJ,51
1111,PRON ADV ADJ,35
1112,ADJ PART PUNCT,146
1113,DET PROPN VERB,90
1114,ADV PRON NUM,37
1115,PRON NUM NOUN,105
1116,CCONJ ADP ADJ,34
1117,PUNCT ADP SCONJ,7
1118,ADP SCONJ ADV,4
1119,NOUN ADV PRON,88
1120,NOUN SCONJ NOUN,28
1121,SCONJ NOUN PUNCT,19
1122,PUNCT DET PART,15
1123,DET PART PRON,3
1124,PRON ADV PUNCT,36
1125,ADV PUNCT X,4
1126,PUNCT PUNCT NUM,251
1127,NUM PART ADP,37
1128,SCONJ VERB VERB,337
1129,PUNCT PROPN X,75
1130,VERB PART X,123
1131,PART X NOUN,72
1132,VERB PROPN _,150
1133,CCONJ ADV NUM,63
1134,NOUN CCONJ PRON,227
1135,PUNCT PRON ADJ,33
1136,PRON PART NUM,128
1137,PRON PUNCT PUNCT,180
1138,VERB PART CCONJ,31
1139,PART CCONJ ADJ,5
1140,PROPN PROPN ADP,953
1141,PART X ADP,5
1142,X VERB CCONJ,55
1143,ADV PART PART,19
1144,ADJ NOUN DET,48
1145,NOUN DET ADV,22
1146,DET ADV NOUN,43
1147,CCONJ ADV ADV,59
1148,NOUN NOUN SCONJ,77
1149,SCONJ NOUN PROPN,25
1150,ADV ADP X,16
1151,ADP X NOUN,24
1152,X NOUN ADP,61
1153,VERB PROPN PRON,62
1154,PROPN PRON PUNCT,25
1155,PUNCT SCONJ DET,57
1156,SCONJ DET NOUN,169
1157,DET DET DET,3
1158,X VERB PRON,23
1159,VERB CCONJ PRON,14
1160,CCONJ PRON ADV,58
1161,DET NOUN ADJ,96
1162,VERB NOUN DET,248
1163,NUM PART PART,162
1164,PRON ADV PRON,37
1165,ADV PRON PART,355
1166,PUNCT ADJ VERB,47
1167,NUM VERB CCONJ,36
1168,ADP NUM DET,8
1169,NUM DET PROPN,5
1170,ADV X NUM,50
1171,X NUM ADJ,15
1172,VERB X PRON,149
1173,CCONJ VERB _,6
1174,PUNCT PRON CCONJ,63
1175,PRON CCONJ NUM,50
1176,CCONJ NUM ADJ,31
1177,PROPN CCONJ ADJ,94
1178,VERB VERB SCONJ,16
1179,VERB SCONJ PROPN,20
1180,SCONJ PROPN ADV,77
1181,CCONJ VERB CCONJ,25
1182,CCONJ ADV NOUN,40
1183,PRON PROPN PART,26
1184,PROPN PART PRON,35
1185,NOUN ADV CCONJ,33
1186,ADV CCONJ NOUN,54
1187,DET VERB NUM,40
1188,ADP PROPN _,36
1189,PROPN X DET,17
1190,ADP SCONJ VERB,6
1191,NUM NOUN SCONJ,15
1192,NOUN ADV DET,94
1193,NOUN PRON PUNCT,80
1194,SCONJ ADP X,2
1195,ADV CCONJ ADV,24
1196,PART ADJ NUM,81
1197,NOUN PRON PART,138
1198,ADV NUM ADJ,146
1199,PART ADJ DET,19
1200,ADJ DET NOUN,83
1201,SCONJ PRON NOUN,45
1202,ADJ PART VERB,45
1203,SCONJ NOUN PRON,11
1204,ADP PRON ADJ,55
1205,ADV NOUN PRON,79
1206,PRON ADP ADJ,114
1207,PUNCT CCONJ PRON,71
1208,CCONJ PRON VERB,104
1209,PROPN CCONJ NUM,77
1210,CCONJ NUM DET,11
1211,NUM DET NOUN,91
1212,PART PRON DET,14
1213,PRON DET ADJ,20
1214,PUNCT PRON PUNCT,71
1215,X VERB _,30
1216,VERB NUM X,10
1217,NUM X NOUN,26
1218,DET NUM ADV,105
1219,NUM PUNCT ADJ,84
1220,NOUN PART _,69
1221,PART _ _,169
1222,SCONJ VERB ADJ,68
1223,SCONJ VERB ADP,79
1224,VERB ADV PROPN,135
1225,NUM X VERB,63
1226,CCONJ NOUN X,29
1227,PART NUM VERB,110
1228,DET PROPN PART,135
1229,DET X VERB,38
1230,PART DET X,5
1231,PUNCT PART PART,78
1232,PART PART PROPN,228
1233,PART PROPN _,48
1234,PART NUM PROPN,51
1235,ADP ADJ VERB,41
1236,PRON ADV PART,56
1237,CCONJ NOUN _,169
1238,PART NOUN PRON,109
1239,PART PART X,2
1240,VERB PRON X,70
1241,PUNCT X DET,17
1242,NUM PROPN VERB,153
1243,PUNCT DET PRON,14
1244,DET PRON NOUN,8
1245,NOUN CCONJ CCONJ,11
1246,CCONJ CCONJ NOUN,5
1247,X VERB SCONJ,3
1248,VERB SCONJ X,5
1249,SCONJ X VERB,11
1250,PRON NOUN _,13
1251,VERB ADP PART,19
1252,ADP PART NOUN,9
1253,X NUM NUM,96
1254,ADV SCONJ NOUN,53
1255,PROPN CCONJ DET,189
1256,ADV PROPN NUM,53
1257,PUNCT NUM _,38
1258,DET VERB CCONJ,29
1259,NOUN CCONJ X,22
1260,ADV PROPN DET,19
1261,PROPN ADV DET,14
1262,NUM ADP NUM,41
1263,PUNCT PRON DET,25
1264,PRON DET NUM,65
1265,VERB NUM ADP,124
1266,SCONJ ADP DET,19
1267,ADP PRON PROPN,35
1268,X PRON NOUN,34
1269,CCONJ DET ADV,31
1270,DET ADV PROPN,6
1271,PART PART PART,19
1272,CCONJ X NOUN,21
1273,DET NUM PROPN,98
1274,NOUN DET PROPN,54
1275,ADV SCONJ ADP,19
1276,DET ADV PUNCT,10
1277,ADP NUM PART,58
1278,PUNCT NUM PROPN,111
1279,PRON NOUN ADJ,16
1280,CCONJ PRON NOUN,82
1281,ADV PRON CCONJ,31
1282,PRON CCONJ NOUN,129
1283,CCONJ PRON PUNCT,33
1284,VERB PRON CCONJ,118
1285,CCONJ X NUM,3
1286,SCONJ ADV NUM,22
1287,X NOUN ADJ,17
1288,NOUN DET VERB,78
1289,DET VERB PUNCT,97
1290,NUM PRON X,3
1291,VERB NUM CCONJ,144
1292,CCONJ ADP PRON,44
1293,PROPN PRON ADP,30
1294,ADP PRON X,31
1295,ADV NUM ADP,66
1296,PUNCT PART ADJ,143
1297,PROPN CCONJ ADP,17
1298,CCONJ PROPN ADJ,72
1299,ADJ VERB PROPN,19
1300,ADJ ADJ ADJ,11
1301,NUM ADV PUNCT,29
1302,ADJ NOUN SCONJ,23
1303,PART VERB X,32
1304,NUM VERB PRON,65
1305,PART PROPN DET,20
1306,ADP PUNCT ADP,24
1307,ADJ PROPN VERB,102
1308,ADV ADV PART,107
1309,ADV PART NUM,13
1310,PART NUM CCONJ,15
1311,NUM CCONJ NOUN,49
1312,PROPN PUNCT DET,200
1313,NUM NOUN PRON,65
1314,NUM PART PRON,30
1315,ADV PART DET,5
1316,PART DET PUNCT,21
1317,DET PUNCT ADV,3
1318,NUM VERB DET,66
1319,SCONJ ADJ ADJ,3
1320,SCONJ NOUN NUM,16
1321,PROPN ADP ADJ,114
1322,PROPN PART ADP,52
1323,ADV PUNCT ADJ,46
1324,PART NOUN SCONJ,38
1325,ADV ADJ PRON,2
1326,ADJ PRON PUNCT,4
1327,PUNCT NUM CCONJ,31
1328,SCONJ NOUN CCONJ,31
1329,PUNCT PART ADP,21
1330,PUNCT ADJ NUM,44
1331,PRON PRON ADV,100
1332,PRON ADP ADP,35
1333,CCONJ ADJ ADJ,28
1334,PRON NOUN PROPN,47
1335,CCONJ NUM PART,56
1336,PART ADP NUM,54
1337,ADV ADP PART,16
1338,ADJ VERB ADP,12
1339,DET ADV ADV,49
1340,PRON PUNCT ADJ,14
1341,PART ADV PRON,18
1342,VERB NUM PROPN,240
1343,ADP ADV ADP,71
1344,PROPN NUM CCONJ,21
1345,NUM CCONJ PROPN,10
1346,PUNCT DET ADP,41
1347,NUM DET ADV,2
1348,ADV ADJ ADJ,22
1349,DET VERB ADJ,75
1350,ADP ADV PRON,23
1351,NUM VERB _,16
1352,PRON ADV DET,37
1353,PROPN NOUN PRON,62
1354,DET ADV X,11
1355,PART ADP ADV,13
1356,ADV PART ADV,61
1357,PUNCT PUNCT ADJ,155
1358,ADJ NUM NOUN,135
1359,PRON X PRON,41
1360,CCONJ ADJ NUM,6
1361,PRON PRON ADP,25
1362,X NOUN PROPN,36
1363,ADP PROPN PRON,76
1364,PUNCT DET X,6
1365,DET X NOUN,11
1366,CCONJ PROPN _,17
1367,VERB DET PUNCT,92
1368,DET PUNCT _,44
1369,PRON X ADJ,9
1370,X ADJ PART,23
1371,PROPN PRON ADJ,2
1372,PRON ADJ NUM,16
1373,VERB ADJ PUNCT,50
1374,ADJ PUNCT ADJ,28
1375,CCONJ NUM PUNCT,80
1376,NUM ADV NUM,55
1377,ADP ADP ADP,2
1378,CCONJ CCONJ ADV,1
1379,ADV X ADP,11
1380,DET PUNCT NOUN,124
1381,CCONJ PUNCT ADJ,30
1382,DET PUNCT NUM,12
1383,CCONJ DET PUNCT,7
1384,DET PUNCT ADJ,29
1385,NOUN CCONJ PUNCT,100
1386,PART NUM PRON,11
1387,NUM PRON PART,36
1388,PROPN VERB X,58
1389,PUNCT PUNCT INTJ,19
1390,PUNCT INTJ PUNCT,96
1391,INTJ PUNCT PROPN,3
1392,DET ADP DET,21
1393,PROPN VERB _,220
1394,PROPN PART X,14
1395,PART X PRON,22
1396,PRON PUNCT CCONJ,14
1397,CCONJ ADV X,5
1398,VERB PRON _,30
1399,PRON _ _,59
1400,PROPN PROPN X,43
1401,ADP X ADV,1
1402,X ADV ADP,3
1403,VERB PART _,77
1404,X VERB DET,13
1405,ADP VERB X,21
1406,X NUM NOUN,46
1407,DET VERB PRON,51
1408,CCONJ DET VERB,77
1409,DET VERB DET,27
1410,PROPN SCONJ ADJ,2
1411,PRON VERB SCONJ,58
1412,NUM ADJ VERB,27
1413,ADP DET PUNCT,23
1414,PART PUNCT PART,43
1415,DET ADJ ADJ,29
1416,PART PART CCONJ,1
1417,PART CCONJ VERB,22
1418,SCONJ PROPN CCONJ,17
1419,PROPN CCONJ VERB,107
1420,PUNCT PUNCT X,29
1421,NOUN NUM CCONJ,36
1422,PUNCT ADJ PROPN,164
1423,X NOUN NUM,20
1424,DET PUNCT PROPN,26
1425,NOUN X NUM,44
1426,PUNCT X NUM,75
1427,PUNCT ADV CCONJ,48
1428,ADV CCONJ VERB,29
1429,ADV PROPN ADJ,43
1430,VERB CCONJ PUNCT,11
1431,CCONJ PUNCT ADV,26
1432,NOUN SCONJ CCONJ,2
1433,SCONJ CCONJ NOUN,2
1434,PROPN X PROPN,30
1435,DET ADJ ADV,7
1436,ADJ ADV VERB,43
1437,ADV PUNCT CCONJ,6
1438,ADV DET ADV,39
1439,PART PRON X,7
1440,PART VERB SCONJ,4
1441,VERB SCONJ NOUN,60
1442,PRON NOUN DET,19
1443,PRON PART PART,44
1444,NUM PART X,12
1445,SCONJ VERB DET,61
1446,PART PRON PRON,22
1447,DET VERB ADP,58
1448,PROPN ADJ VERB,29
1449,SCONJ PUNCT PROPN,7
1450,PART PRON NUM,30
1451,VERB X X,7
1452,X X PART,3
1453,X PART NOUN,16
1454,DET PUNCT VERB,29
1455,SCONJ DET NUM,37
1456,NUM ADV ADP,62
1457,PUNCT NUM ADJ,42
1458,ADV NOUN _,16
1459,NOUN ADJ PROPN,108
1460,ADJ PROPN PUNCT,157
1461,PRON CCONJ DET,57
1462,PART PRON NOUN,99
1463,X VERB X,6
1464,ADP PRON NUM,42
1465,PROPN DET VERB,27
1466,PROPN SCONJ ADP,7
1467,PRON NUM PART,19
1468,NUM PUNCT INTJ,3
1469,INTJ PUNCT VERB,7
1470,PART NOUN DET,104
1471,PART ADJ PROPN,99
1472,PROPN PROPN DET,41
1473,ADJ CCONJ NOUN,19
1474,NUM CCONJ X,2
1475,CCONJ X PUNCT,3
1476,X PUNCT NOUN,47
1477,PRON DET PART,23
1478,NOUN X ADJ,39
1479,ADV SCONJ ADV,27
1480,ADJ NUM VERB,16
1481,NUM PART CCONJ,3
1482,PART CCONJ NUM,14
1483,ADJ PROPN NUM,9
1484,PROPN ADV PART,42
1485,ADV DET PUNCT,19
1486,PUNCT X PROPN,48
1487,X ADV PART,4
1488,PUNCT DET PUNCT,12
1489,X ADV NUM,6
1490,DET NUM PART,99
1491,VERB X ADP,9
1492,DET VERB ADV,36
1493,X PROPN ADJ,11
1494,PROPN NUM VERB,85
1495,PUNCT PRON PROPN,44
1496,PRON PROPN VERB,56
1497,X PROPN ADV,10
1498,PROPN ADV PROPN,35
1499,PROPN X NUM,8
1500,X NUM PART,5
1501,CCONJ NUM ADP,11
1502,NOUN ADP X,25
1503,PROPN CCONJ PRON,79
1504,CCONJ ADP ADV,10
1505,ADP PUNCT PUNCT,24
1506,PUNCT PUNCT PART,62
1507,NUM ADP DET,38
1508,NUM ADP PRON,55
1509,NOUN ADJ DET,10
1510,ADJ DET NUM,9
1511,PROPN CCONJ ADV,20
1512,PRON ADP PART,4
1513,NUM ADJ NUM,29
1514,PART ADV PART,10
1515,X NUM CCONJ,1
1516,DET DET ADV,23
1517,CCONJ VERB X,11
1518,PART DET PROPN,46
1519,ADJ DET VERB,12
1520,ADV NUM DET,8
1521,NUM DET PART,7
1522,ADV DET DET,20
1523,NUM PROPN ADJ,74
1524,NUM X ADJ,3
1525,CCONJ DET DET,28
1526,ADJ PROPN CCONJ,15
1527,NUM CCONJ ADV,9
1528,NOUN NUM ADP,16
1529,PROPN PUNCT X,116
1530,PUNCT X PUNCT,47
1531,X PUNCT PROPN,33
1532,ADP PUNCT _,29
1533,VERB DET X,19
1534,PART PRON CCONJ,12
1535,PART CCONJ NOUN,57
1536,DET NUM DET,8
1537,VERB ADJ ADV,18
1538,ADJ PROPN ADJ,20
1539,X PRON ADJ,5
1540,SCONJ NOUN DET,5
1541,PART PRON ADJ,16
1542,PART X PUNCT,7
1543,ADV CCONJ ADJ,13
1544,CCONJ ADJ VERB,16
1545,VERB PROPN DET,184
1546,ADV NUM ADV,52
1547,VERB ADV CCONJ,13
1548,ADV CCONJ NUM,42
1549,DET DET PART,12
1550,CCONJ ADJ PROPN,42
1551,PART X NUM,9
1552,PRON X NUM,10
1553,PRON CCONJ ADV,9
1554,CCONJ PUNCT VERB,55
1555,NOUN PRON NOUN,90
1556,ADJ VERB _,11
1557,NUM NOUN DET,25
1558,PROPN NUM ADV,32
1559,NOUN PART CCONJ,96
1560,PART CCONJ _,1
1561,CCONJ _ _,3
1562,PROPN PART _,14
1563,NUM PROPN NUM,14
1564,NOUN ADP _,5
1565,ADP _ _,10
1566,DET ADJ VERB,8
1567,PUNCT NOUN _,471
1568,PROPN CCONJ PUNCT,44
1569,CCONJ PUNCT PROPN,100
1570,ADJ VERB ADJ,8
1571,PRON VERB _,28
1572,NOUN ADJ ADV,8
1573,PUNCT VERB _,457
1574,ADJ NUM ADJ,5
1575,PART DET PART,23
1576,VERB NUM DET,22
1577,PRON NOUN PRON,23
1578,NOUN PRON _,3
1579,ADP VERB _,4
1580,ADJ PROPN PART,60
1581,VERB DET INTJ,2
1582,DET INTJ NOUN,1
1583,INTJ NOUN NOUN,5
1584,ADJ PUNCT VERB,14
1585,VERB X ADJ,47
1586,VERB NUM _,44
1587,VERB DET PRON,38
1588,DET PRON ADV,19
1589,PRON ADV SCONJ,4
1590,PUNCT ADJ ADP,10
1591,ADJ ADP ADJ,4
1592,ADP NOUN _,59
1593,ADJ ADJ PART,15
1594,DET PROPN ADV,62
1595,CCONJ ADJ DET,10
1596,DET ADP PRON,25
1597,NOUN NUM X,10
1598,PUNCT PUNCT CCONJ,82
1599,DET DET VERB,65
1600,PART NUM ADP,33
1601,CCONJ PRON ADJ,10
1602,NOUN PRON PROPN,38
1603,PRON PROPN ADV,19
1604,VERB DET CCONJ,4
1605,DET CCONJ NUM,1
1606,DET PROPN CCONJ,20
1607,PART DET ADP,32
1608,NOUN NUM PRON,11
1609,NUM PRON CCONJ,2
1610,PRON CCONJ PUNCT,7
1611,PUNCT PART DET,23
1612,SCONJ ADP ADV,10
1613,ADJ PART PRON,8
1614,NUM VERB X,11
1615,NOUN X X,7
1616,X X PUNCT,4
1617,X PUNCT NUM,6
1618,SCONJ ADP NUM,8
1619,NOUN PRON DET,8
1620,DET ADJ PUNCT,9
1621,X ADV PUNCT,2
1622,DET ADV ADP,36
1623,ADJ PUNCT PART,9
1624,PRON X ADV,6
1625,SCONJ PUNCT ADJ,3
1626,PRON PUNCT SCONJ,13
1627,ADV DET ADP,19
1628,DET ADP ADP,5
1629,CCONJ ADP DET,26
1630,DET PRON VERB,50
1631,NUM ADP ADP,5
1632,ADP ADV PUNCT,28
1633,CCONJ PRON DET,6
1634,PRON DET X,1
1635,NOUN ADP CCONJ,6
1636,ADP CCONJ NOUN,11
1637,PRON NUM ADJ,4
1638,NUM CCONJ ADP,5
1639,DET NUM PRON,11
1640,ADJ ADJ VERB,5
1641,PROPN ADV PUNCT,57
1642,ADV X PUNCT,25
1643,PART CCONJ PROPN,10
1644,PUNCT CCONJ ADJ,54
1645,PUNCT PART ADV,34
1646,SCONJ ADV NOUN,25
1647,ADP PUNCT ADJ,61
1648,VERB CCONJ NUM,33
1649,VERB X PUNCT,26
1650,PART X DET,8
1651,ADP ADV PROPN,24
1652,PART ADJ PUNCT,17
1653,NOUN DET DET,20
1654,DET DET PROPN,24
1655,ADV NOUN DET,57
1656,CCONJ NOUN DET,52
1657,NOUN NUM DET,9
1658,DET PROPN PUNCT,93
1659,ADV DET PRON,6
1660,PART PART PRON,16
1661,INTJ PUNCT PRON,9
1662,ADP DET X,14
1663,DET X ADJ,1
1664,INTJ PUNCT X,1
1665,NUM PROPN ADP,35
1666,ADV SCONJ PROPN,12
1667,ADJ VERB X,1
1668,ADP PART ADJ,2
1669,PRON CCONJ ADJ,12
1670,PRON PUNCT NUM,13
1671,PART ADJ CCONJ,7
1672,PROPN DET ADV,8
1673,CCONJ NUM ADV,17
1674,ADJ NOUN PRON,34
1675,PRON NUM ADV,8
1676,NUM PROPN DET,3
1677,X PROPN PRON,1
1678,NOUN PROPN SCONJ,5
1679,PRON NOUN SCONJ,4
1680,CCONJ PRON PROPN,3
1681,NUM CCONJ ADJ,5
1682,DET ADP VERB,32
1683,ADV VERB SCONJ,52
1684,PRON DET ADV,9
1685,PRON DET VERB,24
1686,SCONJ VERB PRON,43
1687,DET X PROPN,6
1688,X PROPN NUM,11
1689,PUNCT PRON SCONJ,17
1690,PRON SCONJ X,3
1691,SCONJ X NOUN,18
1692,NUM ADV NOUN,54
1693,VERB SCONJ ADP,9
1694,ADV PRON X,30
1695,NOUN X PART,10
1696,VERB SCONJ VERB,61
1697,ADP NUM ADV,20
1698,NOUN DET PUNCT,32
1699,ADV DET PROPN,48
1700,DET DET ADJ,36
1701,ADJ PUNCT PROPN,20
1702,NUM PRON ADP,15
1703,ADV SCONJ PRON,56
1704,PUNCT DET DET,32
1705,SCONJ PROPN ADP,33
1706,X PART VERB,8
1707,X DET PROPN,21
1708,ADP ADV PART,18
1709,PROPN X ADV,7
1710,PUNCT ADJ DET,15
1711,CCONJ ADV ADJ,30
1712,PART PART ADP,8
1713,PROPN X PUNCT,36
1714,X PUNCT _,67
1715,DET PART PROPN,27
1716,PRON PART PRON,17
1717,CCONJ X PROPN,2
1718,PRON ADP PUNCT,62
1719,NUM PART _,3
1720,NOUN ADV _,10
1721,ADV _ _,46
1722,NOUN CCONJ PART,20
1723,CCONJ PART PART,4
1724,VERB PROPN INTJ,2
1725,PROPN INTJ PRON,1
1726,INTJ PRON VERB,3
1727,PROPN PROPN _,187
1728,PROPN ADJ NUM,12
1729,DET NOUN _,40
1730,NUM PRON NOUN,12
1731,PRON SCONJ NOUN,3
1732,DET PRON PUNCT,11
1733,X ADV NOUN,13
1734,ADV ADV _,5
1735,NUM DET ADJ,8
1736,X PRON ADV,20
1737,X NOUN DET,11
1738,NOUN PRON ADJ,10
1739,ADV PRON _,2
1740,NUM ADJ PUNCT,5
1741,ADJ PUNCT NUM,3
1742,ADP DET ADV,72
1743,NOUN ADJ ADP,7
1744,ADJ ADP NOUN,22
1745,PRON ADV CCONJ,10
1746,ADV CCONJ DET,17
1747,CCONJ DET PART,24
1748,DET PROPN PROPN,99
1749,NUM PROPN X,6
1750,X PUNCT VERB,27
1751,DET ADV PART,3
1752,ADV PROPN PRON,13
1753,ADV PART PRON,12
1754,DET PUNCT X,2
1755,CCONJ PROPN X,6
1756,PROPN DET DET,14
1757,PUNCT ADJ CCONJ,9
1758,ADJ CCONJ VERB,18
1759,ADP X NUM,4
1760,X NUM PROPN,5
1761,ADP X PROPN,8
1762,ADV PART ADJ,11
1763,CCONJ CCONJ PART,1
1764,CCONJ PART ADJ,2
1765,NOUN PROPN SPACE,1
1766,PROPN SPACE NOUN,1
1767,SPACE NOUN PUNCT,2
1768,NUM X NUM,1
1769,CCONJ PROPN PRON,14
1770,DET PUNCT PART,3
1771,CCONJ NUM PROPN,36
1772,NUM CCONJ PRON,8
1773,ADP ADJ DET,11
1774,ADJ DET ADV,6
1775,NOUN X ADP,8
1776,X ADP PROPN,8
1777,DET ADJ PROPN,31
1778,SCONJ PROPN PROPN,18
1779,ADV PART PROPN,20
1780,CCONJ PUNCT NUM,15
1781,PART CCONJ DET,16
1782,PUNCT PART X,9
1783,SCONJ ADJ PART,13
1784,X PUNCT ADV,5
1785,ADV CCONJ ADP,6
1786,PART CCONJ ADV,11
1787,ADJ NUM PROPN,6
1788,ADP PRON _,1
1789,NOUN ADV INTJ,1
1790,ADV INTJ VERB,1
1791,INTJ VERB ADV,1
1792,X NUM VERB,4
1793,VERB X PART,6
1794,ADV PRON PRON,27
